XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
29971462009.0,0.048525,0.075471,2.938477,0.047245,0.141512,2.987096,0.058835,0.500974,2.970323,0.068287,0.684648,2.923987,-0.122352,0.39951,2.963748,-0.293157,0.253301,2.865316,-0.398564,0.215865,2.643883,-0.42952,0.191338,2.541899,0.233428,0.385046,2.983687,0.273422,0.106899,2.985909,0.278884,-0.12739,2.944716,0.267314,-0.217371,2.931511,-0.032467,-0.003316,2.923748,-0.107398,-0.530882,3.053645,-0.15242,-0.873977,3.034716,-0.184689,-0.957651,2.958592,0.124498,-0.004476,2.935842,0.137754,-0.495186,3.049253,0.161336,-0.862635,3.061169,0.179791,-0.950419,3.018028
29971495396.0,0.048513,0.075505,2.938457,0.047399,0.14158,2.986979,0.058943,0.501073,2.970145,0.06826,0.684934,2.92385,-0.123071,0.399559,2.963996,-0.303093,0.26801,2.860102,-0.410741,0.211733,2.644205,-0.462258,0.186115,2.551216,0.23366,0.384705,2.982831,0.273378,0.106914,2.985814,0.279151,-0.127234,2.943976,0.267559,-0.217423,2.931084,-0.032728,-0.003389,2.92377,-0.106997,-0.530281,3.053646,-0.152488,-0.873471,3.034911,-0.184401,-0.957441,2.957804,0.124698,-0.004548,2.935778,0.138537,-0.495967,3.049966,0.161175,-0.862813,3.060908,0.179675,-0.950523,3.018976
29971529361.0,0.048506,0.075591,2.938362,0.047481,0.141646,2.986823,0.059009,0.50107,2.970127,0.068821,0.685003,2.923562,-0.124096,0.399285,2.964257,-0.306388,0.271866,2.858924,-0.437678,0.219304,2.656499,-0.452808,0.209282,2.622483,0.233927,0.384361,2.982692,0.274256,0.105833,2.985482,0.279243,-0.12823,2.943205,0.268095,-0.236012,2.928279,-0.033041,-0.003452,2.923534,-0.106959,-0.530391,3.053757,-0.152451,-0.873392,3.034899,-0.183658,-0.956839,2.957623,0.124991,-0.004674,2.935619,0.139068,-0.498462,3.051321,0.161306,-0.863821,3.058454,0.182793,-0.953821,3.014893
29971562155.0,0.048303,0.075736,2.938043,0.047582,0.141729,2.986545,0.059037,0.501095,2.970114,0.06881,0.684929,2.923548,-0.125155,0.398861,2.964188,-0.31115,0.276908,2.858993,-0.465543,0.228801,2.673697,-0.529532,0.212299,2.58648,0.233988,0.383932,2.980976,0.274573,0.105549,2.985327,0.279393,-0.128434,2.94273,0.268941,-0.236144,2.926512,-0.033865,-0.003566,2.922897,-0.107009,-0.530848,3.053746,-0.152081,-0.873078,3.03531,-0.184139,-0.956639,2.960819,0.125067,-0.004726,2.935309,0.139034,-0.498506,3.051333,0.162032,-0.866211,3.058368,0.183187,-0.954567,3.005803
29971595314.0,0.04818,0.076034,2.937759,0.047569,0.141948,2.986298,0.058966,0.501153,2.970094,0.068799,0.685142,2.923281,-0.126892,0.398261,2.964491,-0.318652,0.29153,2.849965,-0.48533,0.22507,2.683337,-0.512992,0.220337,2.640885,0.23408,0.383939,2.980716,0.274147,0.105134,2.984585,0.279483,-0.128641,2.940647,0.268885,-0.236577,2.92592,-0.034188,-0.003585,2.92275,-0.10679,-0.529856,3.053129,-0.152291,-0.872886,3.035409,-0.184773,-0.957055,2.961013,0.125368,-0.004612,2.934659,0.139076,-0.498548,3.051265,0.162319,-0.8668,3.05744,0.183585,-0.956729,3.001346
29971629243.0,0.04806,0.076268,2.93763,0.047579,0.142164,2.986105,0.059179,0.501136,2.969673,0.068747,0.685015,2.923071,-0.128679,0.397576,2.96474,-0.326839,0.288885,2.849601,-0.507869,0.227628,2.697875,-0.527922,0.223831,2.670595,0.234274,0.383945,2.980633,0.273872,0.104859,2.983645,0.279545,-0.12902,2.940768,0.268975,-0.236954,2.925925,-0.034736,-0.003627,2.922784,-0.106888,-0.529637,3.052834,-0.152345,-0.872964,3.035624,-0.185482,-0.95734,2.96179,0.125464,-0.00464,2.934484,0.139144,-0.498583,3.051013,0.162424,-0.86357,3.058631,0.182708,-0.956011,3.00239
29971662242.0,0.048194,0.076529,2.937393,0.047894,0.142637,2.98549,0.059865,0.501103,2.967654,0.06882,0.684935,2.923418,-0.129519,0.397392,2.965149,-0.334474,0.289154,2.852555,-0.525417,0.233,2.712541,-0.549025,0.230246,2.679183,0.234399,0.38372,2.980358,0.274154,0.104553,2.983479,0.27926,-0.12928,2.940281,0.268558,-0.219258,2.927955,-0.034789,-0.003609,2.922744,-0.106728,-0.529311,3.052734,-0.1522,-0.875762,3.035852,-0.186755,-0.958611,2.965208,0.125959,-0.004656,2.934314,0.139421,-0.498195,3.051079,0.161957,-0.863345,3.057146,0.179764,-0.955693,3.007389
29971694590.0,0.048241,0.077105,2.936811,0.048101,0.1431,2.984667,0.059753,0.500971,2.966959,0.068796,0.684821,2.922892,-0.131955,0.396577,2.965286,-0.342385,0.292596,2.856119,-0.542683,0.235947,2.731819,-0.581681,0.232997,2.692301,0.234208,0.383832,2.979411,0.273973,0.104558,2.983185,0.279187,-0.129254,2.939979,0.269026,-0.237323,2.925483,-0.035007,-0.003572,2.922389,-0.106735,-0.529282,3.052702,-0.151889,-0.874548,3.038324,-0.186653,-0.958386,2.966196,0.126512,-0.004339,2.933715,0.139396,-0.497764,3.050951,0.162279,-0.862701,3.058246,0.179112,-0.954555,3.012374
29971729211.0,0.048215,0.077603,2.936631,0.048119,0.143503,2.984317,0.059766,0.501028,2.966912,0.068827,0.684767,2.92228,-0.133069,0.396636,2.965356,-0.353086,0.295438,2.861336,-0.55762,0.238056,2.745518,-0.648598,0.222913,2.686403,0.23423,0.383749,2.979411,0.274049,0.104622,2.983215,0.279197,-0.129178,2.940002,0.268672,-0.237182,2.924996,-0.035234,-0.003427,2.922255,-0.106848,-0.528604,3.052017,-0.15159,-0.874081,3.038346,-0.186801,-0.958696,2.965805,0.126708,-0.004186,2.933563,0.13931,-0.497719,3.050893,0.162016,-0.864285,3.057475,0.179623,-0.954566,3.017776
29971762276.0,0.047977,0.077866,2.936249,0.047965,0.143752,2.983714,0.059513,0.500968,2.966347,0.068991,0.684623,2.921557,-0.134,0.396338,2.965135,-0.364886,0.297738,2.868257,-0.575051,0.238101,2.766094,-0.671143,0.225117,2.715033,0.234098,0.383543,2.978689,0.273667,0.104559,2.982885,0.279286,-0.129256,2.939953,0.26886,-0.237314,2.92498,-0.035849,-0.003427,2.921705,-0.10674,-0.527668,3.051695,-0.151406,-0.874493,3.038364,-0.183554,-0.956646,2.960227,0.126734,-0.004158,2.933408,0.139125,-0.497454,3.050602,0.162191,-0.864883,3.057541,0.179165,-0.951168,3.015941
29971796423.0,0.047977,0.078066,2.936095,0.048092,0.144025,2.98326,0.059808,0.500902,2.965465,0.069436,0.684713,2.921721,-0.134464,0.396183,2.965195,-0.370004,0.299815,2.874901,-0.586095,0.236546,2.791551,-0.617489,0.249687,2.76595,0.234129,0.383266,2.978106,0.273717,0.104644,2.982396,0.279203,-0.129204,2.939756,0.268959,-0.237322,2.924881,-0.036032,-0.003389,2.921568,-0.106491,-0.52633,3.050597,-0.151343,-0.873968,3.038853,-0.183827,-0.956738,2.963075,0.126847,-0.004124,2.933372,0.128988,-0.497942,3.051093,0.16244,-0.864054,3.058596,0.177779,-0.950036,3.0154
29971828295.0,0.047943,0.078298,2.935967,0.048079,0.144284,2.982807,0.059235,0.500634,2.964671,0.069647,0.683482,2.920027,-0.13635,0.396194,2.965303,-0.377299,0.301058,2.885664,-0.599155,0.239414,2.821681,-0.621224,0.253923,2.798702,0.233939,0.383214,2.977913,0.273665,0.104436,2.982495,0.279326,-0.129349,2.939434,0.268846,-0.237402,2.924162,-0.03615,-0.0033,2.92145,-0.105742,-0.521016,3.046733,-0.152035,-0.875355,3.037092,-0.183864,-0.956995,2.964115,0.127005,-0.004148,2.933362,0.129277,-0.498418,3.051155,0.161983,-0.865008,3.058519,0.182498,-0.955396,3.00565
29971871254.0,0.047705,0.079152,2.935422,0.04785,0.144883,2.982003,0.058642,0.500239,2.964,0.070017,0.681303,2.918504,-0.13719,0.397079,2.96537,-0.382325,0.302565,2.898127,-0.608475,0.241146,2.859292,-0.630641,0.257908,2.827331,0.233844,0.383019,2.97773,0.27364,0.104439,2.982361,0.279479,-0.129392,2.939736,0.26608,-0.236744,2.921854,-0.036678,-0.002845,2.921016,-0.105372,-0.515091,3.043529,-0.152529,-0.879773,3.037522,-0.182552,-0.957328,2.964474,0.127287,-0.003656,2.93289,0.12964,-0.499441,3.049795,0.162507,-0.868145,3.058403,0.185619,-0.95895,3.000386
29971903086.0,0.048193,0.080306,2.934955,0.048257,0.145817,2.981194,0.058658,0.500269,2.963262,0.069992,0.680869,2.916845,-0.13778,0.39786,2.965145,-0.387107,0.303018,2.909789,-0.614635,0.247169,2.870428,-0.690415,0.248163,2.841711,0.233596,0.382731,2.977274,0.273512,0.104384,2.982334,0.279521,-0.129507,2.940253,0.266244,-0.236865,2.922338,-0.036327,-0.001733,2.920297,-0.105627,-0.51465,3.04312,-0.152934,-0.878303,3.037002,-0.182611,-0.956556,2.964983,0.128014,-0.003094,2.932855,0.134315,-0.484827,3.044175,0.162395,-0.866146,3.059594,0.177967,-0.949558,3.010939
29971934860.0,0.048037,0.080755,2.934545,0.048194,0.146331,2.980373,0.058676,0.500372,2.962196,0.07007,0.681246,2.915094,-0.13851,0.39875,2.965543,-0.390398,0.304246,2.916612,-0.618428,0.248591,2.881666,-0.698084,0.247902,2.866761,0.233626,0.382612,2.977175,0.273763,0.104093,2.982295,0.279667,-0.129838,2.94054,0.267069,-0.237614,2.924804,-0.036606,-0.001532,2.920076,-0.105651,-0.514742,3.043063,-0.15277,-0.877095,3.034661,-0.183016,-0.956454,2.965317,0.128025,-0.002942,2.932547,0.135161,-0.485449,3.04384,0.161882,-0.863701,3.058796,0.178854,-0.949596,3.013928
29971978153.0,0.047778,0.081846,2.933775,0.048037,0.147122,2.979412,0.058473,0.500289,2.961782,0.069143,0.679478,2.913071,-0.139064,0.399412,2.966135,-0.394411,0.306231,2.931008,-0.622527,0.249227,2.901165,-0.702088,0.248127,2.885823,0.233762,0.382638,2.977076,0.273923,0.103794,2.982425,0.279863,-0.130135,2.940649,0.268126,-0.237957,2.924629,-0.037241,-0.000918,2.919041,-0.105689,-0.514232,3.042943,-0.15204,-0.877208,3.03518,-0.184464,-0.957486,2.965496,0.12818,-0.002256,2.932044,0.134845,-0.49032,3.04446,0.161229,-0.863467,3.058461,0.1839,-0.955961,3.001943
29972011362.0,0.048423,0.085391,2.932269,0.048606,0.149281,2.977812,0.058027,0.49876,2.960111,0.066414,0.674853,2.911895,-0.139404,0.400006,2.96658,-0.41029,0.305169,2.948552,-0.637184,0.24711,2.908386,-0.716373,0.24701,2.891252,0.232995,0.382413,2.975775,0.2737,0.103628,2.982215,0.280476,-0.130387,2.941255,0.270511,-0.238578,2.926715,-0.036797,0.003385,2.917479,-0.106989,-0.520829,3.047204,-0.158435,-0.879605,3.029092,-0.183771,-0.955779,2.959575,0.129565,0.000759,2.930531,0.143154,-0.43341,3.016332,0.160269,-0.847987,3.058097,0.177778,-0.953462,3.006415
29972055228.0,0.048012,0.085315,2.93201,0.048352,0.149281,2.977267,0.057699,0.498455,2.959637,0.066584,0.674483,2.911235,-0.139822,0.400378,2.967238,-0.412659,0.306384,2.956688,-0.642736,0.255317,2.94739,-0.721192,0.249046,2.92821,0.232944,0.382559,2.975395,0.274133,0.10241,2.982478,0.280824,-0.131507,2.940532,0.271209,-0.239642,2.925472,-0.037363,0.003151,2.917299,-0.107137,-0.520679,3.045496,-0.157536,-0.87978,3.028773,-0.184225,-0.956476,2.959949,0.129185,0.000619,2.930169,0.138306,-0.489258,3.043861,0.161595,-0.862178,3.059963,0.178795,-0.951058,3.008699
29972096801.0,0.047779,0.085268,2.931917,0.048391,0.149295,2.976967,0.057705,0.49845,2.959575,0.066277,0.673045,2.909049,-0.140118,0.401027,2.968219,-0.416007,0.306594,2.964783,-0.646223,0.256174,2.956559,-0.725354,0.248899,2.940872,0.23277,0.382838,2.974666,0.274242,0.101475,2.982115,0.281457,-0.132367,2.93952,0.271784,-0.240614,2.925439,-0.037826,0.002894,2.917365,-0.106192,-0.507699,3.040505,-0.153467,-0.882318,3.032105,-0.183123,-0.95763,2.959678,0.128895,0.000657,2.929878,0.13759,-0.482005,3.041568,0.160232,-0.859946,3.058543,0.177771,-0.951698,3.016836
29972158826.0,0.047444,0.085253,2.931828,0.048266,0.149401,2.976619,0.057513,0.498639,2.959239,0.066403,0.67352,2.908898,-0.140574,0.401578,2.969445,-0.417257,0.307623,2.969622,-0.64675,0.256564,2.973486,-0.72718,0.248045,2.969212,0.233009,0.382898,2.974405,0.274357,0.101285,2.981343,0.281542,-0.132671,2.9395,0.272398,-0.240956,2.925432,-0.038269,0.002758,2.917455,-0.105271,-0.509363,3.041618,-0.152936,-0.881808,3.031667,-0.183803,-0.958147,2.960042,0.128515,0.000461,2.929647,0.138432,-0.487577,3.04372,0.160589,-0.860403,3.059278,0.179858,-0.952674,3.011634
