XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
7116723967.0,0.19811,0.178819,2.710796,0.206609,0.243378,2.737847,0.215734,0.580067,2.729296,0.223183,0.776139,2.670237,0.049582,0.496191,2.745385,-0.044887,0.263174,2.777191,-0.048763,0.066256,2.707194,-0.043608,-0.013983,2.680178,0.346173,0.521837,2.686064,0.422208,0.394361,2.521145,0.312312,0.357293,2.258079,0.275681,0.344937,2.174665,0.126201,0.11108,2.713763,0.05227,-0.378713,2.763284,0.021748,-0.773413,2.800685,0.011899,-0.827075,2.749786,0.265508,0.108528,2.697365,0.314775,-0.382687,2.765215,0.331539,-0.762709,2.802538,0.358769,-0.82837,2.779856
7116756921.0,0.197797,0.177929,2.710676,0.20671,0.242712,2.738257,0.216197,0.580123,2.729722,0.223296,0.776084,2.670468,0.049663,0.496167,2.74562,-0.045771,0.263134,2.778379,-0.048761,0.066025,2.707167,-0.043581,-0.013958,2.680157,0.34728,0.482253,2.680975,0.423316,0.354897,2.516256,0.357519,0.342142,2.236181,0.374413,0.37593,2.179868,0.125951,0.110843,2.713695,0.05214,-0.378499,2.762771,0.02202,-0.773184,2.800407,0.012073,-0.827173,2.750196,0.264693,0.107502,2.696985,0.31476,-0.382782,2.765173,0.331574,-0.7636,2.802964,0.359113,-0.826277,2.773845
7116790001.0,0.197235,0.177373,2.710613,0.206375,0.242218,2.73872,0.21633,0.580043,2.729989,0.223319,0.776189,2.670801,0.049658,0.496225,2.745823,-0.045876,0.263136,2.778374,-0.048858,0.066673,2.707616,-0.043529,-0.012245,2.67966,0.348689,0.480379,2.68127,0.436407,0.359495,2.517941,0.419118,0.345433,2.230758,0.413355,0.340746,2.139306,0.125137,0.110495,2.713597,0.051463,-0.377817,2.762121,0.022146,-0.773251,2.800371,0.011422,-0.828119,2.751591,0.263569,0.10636,2.69667,0.314545,-0.382942,2.764669,0.331983,-0.763246,2.80283,0.363465,-0.825152,2.776722
7116824006.0,0.196948,0.177425,2.710282,0.205932,0.242179,2.738964,0.216334,0.580035,2.729971,0.223504,0.777054,2.671315,0.049532,0.496097,2.745879,-0.046931,0.261381,2.779627,-0.049486,0.06687,2.707802,-0.044564,-0.006995,2.679598,0.353475,0.477321,2.683697,0.465292,0.418291,2.499353,0.479234,0.356945,2.293229,0.483881,0.336497,2.228796,0.123924,0.110442,2.712765,0.050844,-0.377407,2.76191,0.022011,-0.773421,2.801418,0.008457,-0.82979,2.755045,0.263457,0.106102,2.696337,0.314108,-0.382753,2.764432,0.331589,-0.763196,2.802723,0.362488,-0.826824,2.780177
7116856701.0,0.195593,0.178018,2.709678,0.204169,0.242819,2.738792,0.213717,0.581232,2.729305,0.222782,0.777625,2.671202,0.049031,0.495891,2.745765,-0.048744,0.261831,2.78012,-0.050662,0.067641,2.707609,-0.045437,-0.004803,2.679997,0.35615,0.476115,2.685983,0.489722,0.415457,2.520255,0.565419,0.361786,2.326694,0.590651,0.343895,2.26645,0.121768,0.110982,2.711896,0.050025,-0.376937,2.761704,0.022098,-0.773263,2.801306,0.008796,-0.830665,2.756065,0.262939,0.10594,2.695981,0.313165,-0.382264,2.763804,0.331199,-0.761025,2.801621,0.361534,-0.825892,2.781854
7116889879.0,0.193898,0.178875,2.709007,0.202421,0.243412,2.738645,0.213018,0.58133,2.729053,0.222134,0.777709,2.670885,0.047814,0.495522,2.746254,-0.052033,0.263104,2.779617,-0.053206,0.069054,2.706971,-0.046306,-0.002655,2.680743,0.360097,0.47398,2.688576,0.522639,0.420168,2.554222,0.626371,0.369349,2.374385,0.660131,0.356761,2.317165,0.118694,0.111451,2.71087,0.048659,-0.377184,2.76182,0.022229,-0.773172,2.800683,0.00586,-0.83247,2.759405,0.262048,0.105688,2.695448,0.312299,-0.383241,2.762848,0.331291,-0.761335,2.801793,0.358997,-0.822124,2.769776
7116923729.0,0.192155,0.180453,2.708316,0.200713,0.244632,2.738605,0.212836,0.581787,2.729066,0.220206,0.777322,2.668649,0.046522,0.495215,2.746017,-0.054094,0.263783,2.779736,-0.055128,0.069325,2.708601,-0.049043,-0.001799,2.683048,0.365424,0.472226,2.691184,0.541329,0.423766,2.576989,0.685214,0.377109,2.428756,0.724981,0.363853,2.375732,0.115227,0.112688,2.709733,0.04745,-0.376937,2.762583,0.02235,-0.77324,2.800631,0.001581,-0.84181,2.781568,0.261239,0.105578,2.694866,0.311441,-0.383494,2.7618,0.331356,-0.761709,2.801782,0.359477,-0.822009,2.769077
7116956974.0,0.190936,0.181811,2.707558,0.199176,0.245737,2.73836,0.212472,0.582158,2.728623,0.219215,0.777326,2.667649,0.045991,0.49502,2.745886,-0.057077,0.266903,2.781044,-0.058809,0.072718,2.709134,-0.051296,-0.001522,2.681787,0.372055,0.471328,2.695428,0.562784,0.426311,2.599196,0.733647,0.383262,2.485602,0.778532,0.368524,2.437367,0.112924,0.113339,2.708848,0.04603,-0.377026,2.76324,0.023266,-0.772629,2.799836,0.004465,-0.839922,2.774855,0.260852,0.105564,2.694333,0.310571,-0.384555,2.761228,0.33143,-0.761282,2.802197,0.358759,-0.821388,2.767222
7116989792.0,0.190143,0.183052,2.707007,0.197808,0.247082,2.737419,0.20975,0.581102,2.72342,0.217468,0.777861,2.666143,0.04499,0.494859,2.74573,-0.058918,0.26825,2.781277,-0.062209,0.074483,2.708159,-0.052993,-0.00095,2.682918,0.377483,0.470745,2.699185,0.578772,0.427033,2.624324,0.761863,0.390629,2.531848,0.817865,0.375797,2.497152,0.111617,0.113785,2.708501,0.045171,-0.37705,2.763661,0.023299,-0.772652,2.799831,0.006708,-0.837998,2.768683,0.26084,0.105531,2.694298,0.309702,-0.384673,2.760103,0.331477,-0.761467,2.801359,0.359,-0.821807,2.765698
7117023901.0,0.189795,0.183763,2.706851,0.197181,0.247669,2.737028,0.209789,0.581097,2.722708,0.216469,0.778144,2.664496,0.044929,0.49486,2.745553,-0.060533,0.272768,2.782155,-0.064011,0.07704,2.708242,-0.054696,-0.001839,2.683007,0.380248,0.471801,2.702236,0.594059,0.4351,2.650217,0.777645,0.39193,2.562437,0.842717,0.375296,2.555319,0.111005,0.114057,2.708426,0.044237,-0.377509,2.764051,0.023383,-0.772518,2.799944,0.007234,-0.832342,2.758885,0.260796,0.105564,2.694288,0.307814,-0.382903,2.758207,0.331781,-0.759336,2.799586,0.358992,-0.821672,2.765885
