XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
18347405133.0,-0.195347,0.252156,3.077273,-0.193861,0.319594,3.112697,-0.203975,0.677282,3.105138,-0.199422,0.846163,3.040258,-0.389135,0.555522,3.117292,-0.453551,0.287571,3.173811,-0.467548,0.063866,3.110829,-0.46003,-0.030788,3.091636,-0.029612,0.582216,3.0951,0.129267,0.449951,2.988846,0.136841,0.470703,2.716611,0.118949,0.520127,2.594741,-0.277305,0.164293,3.072405,-0.306479,-0.375206,3.162916,-0.325187,-0.744912,3.254162,-0.369491,-0.814681,3.156857,-0.109728,0.168943,3.066275,-0.054991,-0.382366,3.139162,-0.036632,-0.753696,3.223146,0.010761,-0.822277,3.150912
18347438033.0,-0.19559,0.251696,3.077132,-0.194122,0.319095,3.113386,-0.203958,0.677043,3.105147,-0.199801,0.848267,3.039756,-0.389653,0.555298,3.116769,-0.454037,0.287518,3.17336,-0.467755,0.063367,3.111345,-0.460443,-0.030748,3.091447,-0.028712,0.581697,3.095158,0.139765,0.455917,2.998915,0.163739,0.471828,2.728608,0.166824,0.527282,2.603257,-0.277513,0.164163,3.071857,-0.306624,-0.375364,3.163426,-0.325457,-0.743698,3.253039,-0.367847,-0.812777,3.158096,-0.110138,0.168686,3.066407,-0.055007,-0.382445,3.139134,-0.036898,-0.754115,3.223293,0.010541,-0.822633,3.151264
18347472220.0,-0.195739,0.25142,3.076981,-0.19432,0.318743,3.11388,-0.204147,0.67655,3.104703,-0.19977,0.847737,3.039437,-0.39029,0.554918,3.116554,-0.454367,0.287248,3.173218,-0.467733,0.063105,3.110942,-0.460344,-0.031498,3.089473,-0.028335,0.58164,3.095188,0.146614,0.462294,3.003901,0.192653,0.469462,2.747948,0.196852,0.516831,2.627837,-0.277595,0.164031,3.071448,-0.306543,-0.375385,3.163561,-0.314483,-0.750648,3.296744,-0.364136,-0.807699,3.171143,-0.110343,0.168614,3.066483,-0.055637,-0.38125,3.137882,-0.036956,-0.752762,3.222042,0.010633,-0.822157,3.151888
18347505360.0,-0.195862,0.251107,3.076832,-0.19453,0.318476,3.114475,-0.204042,0.676626,3.104865,-0.199503,0.847823,3.039392,-0.389372,0.555037,3.11569,-0.454793,0.288692,3.170408,-0.46739,0.062885,3.110209,-0.460718,-0.031227,3.089298,-0.026974,0.581537,3.095932,0.152687,0.470956,3.002099,0.20451,0.470426,2.746952,0.228828,0.520566,2.62698,-0.277601,0.16413,3.070953,-0.306603,-0.375426,3.163573,-0.313392,-0.751958,3.304638,-0.362073,-0.805717,3.177195,-0.110729,0.168496,3.06649,-0.055696,-0.381037,3.137787,-0.036982,-0.749177,3.223282,0.010612,-0.821931,3.153267
18347538074.0,-0.196173,0.250491,3.076695,-0.195165,0.317959,3.114992,-0.204212,0.676663,3.104889,-0.198747,0.84722,3.038877,-0.387138,0.554415,3.112874,-0.454752,0.288668,3.168297,-0.467409,0.06284,3.109262,-0.460973,-0.03122,3.089179,-0.025287,0.581538,3.096593,0.157858,0.47545,3.005054,0.222404,0.473881,2.74273,0.245339,0.518006,2.639457,-0.277703,0.164029,3.070353,-0.306706,-0.375279,3.163727,-0.323486,-0.736328,3.24412,-0.36951,-0.814127,3.155423,-0.111286,0.168136,3.066845,-0.055898,-0.380846,3.137499,-0.036972,-0.748093,3.224151,0.010438,-0.821741,3.153199
18347572411.0,-0.195705,0.249836,3.076296,-0.194914,0.317302,3.114892,-0.203012,0.675534,3.103298,-0.197899,0.846521,3.038727,-0.385393,0.554246,3.110575,-0.454666,0.288471,3.167888,-0.467174,0.064723,3.107996,-0.460868,-0.030761,3.089431,-0.023718,0.581097,3.096749,0.161334,0.476642,3.008133,0.235872,0.477141,2.774756,0.266141,0.518052,2.659505,-0.276986,0.163871,3.069656,-0.30678,-0.37496,3.163739,-0.323486,-0.736367,3.243813,-0.370678,-0.814524,3.154544,-0.11123,0.167936,3.066893,-0.055937,-0.381676,3.137896,-0.037739,-0.751037,3.225809,0.010463,-0.821834,3.153249
18347605244.0,-0.195541,0.249776,3.076068,-0.194851,0.317241,3.115014,-0.202779,0.67565,3.102928,-0.19799,0.846339,3.038799,-0.385133,0.554377,3.110265,-0.454598,0.28762,3.165847,-0.467043,0.064697,3.107542,-0.460935,-0.030893,3.08957,-0.021726,0.58089,3.097291,0.164254,0.477027,3.010578,0.240008,0.478015,2.788711,0.280359,0.521223,2.659757,-0.27673,0.163941,3.069095,-0.306733,-0.374885,3.163849,-0.323436,-0.737665,3.245484,-0.371188,-0.814516,3.154309,-0.11118,0.167939,3.066881,-0.056169,-0.38059,3.137004,-0.037117,-0.748182,3.224513,0.009497,-0.820311,3.156027
18347638423.0,-0.195269,0.24931,3.075879,-0.194831,0.316775,3.115161,-0.202252,0.675333,3.102751,-0.197891,0.847008,3.038691,-0.383518,0.553769,3.108199,-0.45436,0.287568,3.163982,-0.467094,0.064883,3.107383,-0.460582,-0.031117,3.08881,-0.020908,0.580844,3.097867,0.16678,0.47835,3.014291,0.263178,0.488012,2.717347,0.288414,0.525588,2.657932,-0.276277,0.163785,3.068371,-0.306677,-0.373881,3.16287,-0.322934,-0.737902,3.246445,-0.370989,-0.814442,3.154168,-0.111149,0.167736,3.067069,-0.056189,-0.380305,3.13712,-0.037248,-0.748171,3.224196,0.009643,-0.820191,3.15604
18347672107.0,-0.194902,0.249187,3.075794,-0.19471,0.316683,3.114981,-0.200604,0.673206,3.100258,-0.196998,0.848179,3.038013,-0.383086,0.553833,3.107181,-0.454435,0.287341,3.162757,-0.466828,0.064624,3.106587,-0.458841,-0.031199,3.087805,-0.019483,0.580892,3.099977,0.168319,0.477919,3.017741,0.265697,0.487875,2.721169,0.296481,0.525632,2.664555,-0.275779,0.163791,3.067796,-0.306617,-0.374033,3.162928,-0.323032,-0.737931,3.246712,-0.371848,-0.815104,3.154477,-0.110714,0.167645,3.067962,-0.056254,-0.380175,3.137086,-0.037045,-0.747536,3.224241,0.009752,-0.820171,3.155944
18347705251.0,-0.194067,0.248261,3.075415,-0.194382,0.315818,3.114534,-0.200366,0.672727,3.099653,-0.196783,0.847454,3.037995,-0.380191,0.552812,3.104376,-0.454391,0.287213,3.162722,-0.466455,0.064379,3.105931,-0.457226,-0.031369,3.086084,-0.018321,0.580751,3.100888,0.169503,0.477754,3.018841,0.259579,0.482689,2.803112,0.301798,0.525375,2.672788,-0.274628,0.16335,3.067101,-0.30672,-0.374234,3.162858,-0.323213,-0.738346,3.247374,-0.37208,-0.815462,3.154645,-0.110303,0.167178,3.068143,-0.056403,-0.380366,3.137187,-0.036913,-0.748674,3.224598,0.009718,-0.820287,3.155853
