XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
6596888122.0,-0.102209,0.048667,2.751689,-0.093452,0.116866,2.796299,-0.111405,0.47633,2.779763,-0.108276,0.642597,2.773242,-0.262048,0.360745,2.767307,-0.300402,0.085449,2.735743,-0.315918,-0.113305,2.672401,-0.314058,-0.176169,2.659701,0.005448,0.359917,2.703949,-0.069555,0.220999,2.546062,-0.196442,0.185146,2.375015,-0.240556,0.168589,2.331468,-0.161846,-0.015375,2.750762,-0.195649,-0.471951,2.807029,-0.214678,-0.819712,2.847169,-0.241564,-0.875256,2.810866,-0.04047,-0.009709,2.740662,0.000173,-0.477606,2.803113,0.002454,-0.837031,2.816521,0.018118,-0.887157,2.782398
6596921210.0,-0.102173,0.047838,2.751999,-0.094303,0.115748,2.796767,-0.112007,0.475493,2.781015,-0.107906,0.642312,2.773286,-0.262124,0.359014,2.766916,-0.307305,0.094229,2.737253,-0.324141,-0.104325,2.673801,-0.316479,-0.167166,2.663393,0.00831,0.362544,2.708165,0.003039,0.22044,2.533567,-0.120963,0.169262,2.364549,-0.172014,0.203672,2.346498,-0.161946,-0.016554,2.750032,-0.195871,-0.472521,2.807161,-0.214631,-0.820045,2.847101,-0.241482,-0.875193,2.810783,-0.03989,-0.01115,2.742295,-0.000167,-0.477646,2.803413,0.002128,-0.837187,2.816566,0.018242,-0.88717,2.782027
6596954306.0,-0.10183,0.046563,2.751978,-0.094139,0.114563,2.796706,-0.111697,0.475306,2.781174,-0.106334,0.642138,2.772825,-0.261727,0.357802,2.766303,-0.308769,0.096349,2.737634,-0.327937,-0.101711,2.673229,-0.318258,-0.145296,2.668211,0.009422,0.363326,2.708564,0.040554,0.226217,2.532499,-0.076594,0.158397,2.358541,-0.115644,0.13579,2.305022,-0.162013,-0.018323,2.748659,-0.196546,-0.472599,2.807533,-0.214745,-0.820281,2.847375,-0.241194,-0.875031,2.810441,-0.039009,-0.012571,2.743348,-0.000306,-0.477237,2.803701,0.00181,-0.837446,2.816803,0.018166,-0.887122,2.782119
6596987964.0,-0.101856,0.045899,2.752089,-0.095168,0.113935,2.796953,-0.111701,0.475308,2.781432,-0.105893,0.64243,2.773138,-0.261696,0.357162,2.765936,-0.311022,0.099741,2.739167,-0.327437,-0.09842,2.674361,-0.320481,-0.144672,2.667501,0.012431,0.364363,2.714191,0.041271,0.227499,2.537499,0.041635,0.180455,2.324182,0.041757,0.164774,2.257543,-0.162418,-0.019425,2.747548,-0.198672,-0.471154,2.806292,-0.2151,-0.82017,2.846797,-0.241237,-0.874963,2.810229,-0.038622,-0.013879,2.744724,-0.000654,-0.477242,2.803935,0.001813,-0.837655,2.816963,0.019057,-0.888726,2.785164
6597020842.0,-0.101804,0.045894,2.752173,-0.096412,0.113674,2.797486,-0.110636,0.476242,2.783484,-0.104332,0.643398,2.77404,-0.261825,0.356598,2.765342,-0.312077,0.100013,2.738505,-0.327431,-0.098411,2.674577,-0.322075,-0.145291,2.666623,0.020271,0.365679,2.721593,0.096055,0.249662,2.543771,0.117898,0.151045,2.351602,0.125179,0.118172,2.292012,-0.162977,-0.019774,2.746382,-0.199844,-0.470001,2.805541,-0.215306,-0.820141,2.84709,-0.241595,-0.87538,2.810331,-0.037624,-0.014714,2.746256,-0.001275,-0.476926,2.803744,0.001405,-0.837687,2.817759,0.019423,-0.888225,2.785573
6597055413.0,-0.101893,0.045844,2.752195,-0.098679,0.113565,2.797839,-0.111161,0.476304,2.783196,-0.103034,0.643918,2.773817,-0.260933,0.354065,2.759832,-0.312433,0.100025,2.738372,-0.32901,-0.097929,2.673099,-0.322815,-0.145815,2.665268,0.02368,0.366548,2.730382,0.133779,0.25254,2.573571,0.212122,0.152066,2.399179,0.245446,0.112338,2.329376,-0.1638,-0.020221,2.744889,-0.201108,-0.469136,2.805321,-0.215462,-0.820153,2.846901,-0.241699,-0.875657,2.810246,-0.037449,-0.015319,2.747688,-0.00187,-0.476547,2.804054,0.000591,-0.836159,2.818794,0.019361,-0.886882,2.787279
6597088104.0,-0.102066,0.046031,2.752094,-0.099676,0.113843,2.79777,-0.111982,0.477213,2.782472,-0.102794,0.644787,2.774366,-0.261521,0.353592,2.758831,-0.312846,0.100198,2.737696,-0.329566,-0.097841,2.672862,-0.32323,-0.146177,2.664378,0.025263,0.367381,2.734307,0.166189,0.25661,2.606981,0.288279,0.171314,2.45229,0.328982,0.150191,2.407325,-0.164709,-0.020214,2.743569,-0.203748,-0.465673,2.804433,-0.215796,-0.820096,2.845463,-0.241872,-0.875495,2.809275,-0.037328,-0.015338,2.747992,-0.002333,-0.476198,2.803866,0.000163,-0.83495,2.818827,0.019585,-0.885519,2.78749
6597121943.0,-0.102771,0.046608,2.751468,-0.100871,0.114354,2.797069,-0.112531,0.477428,2.781234,-0.10203,0.644913,2.773056,-0.262209,0.353028,2.756949,-0.313345,0.100155,2.737126,-0.32978,-0.097896,2.672282,-0.324361,-0.146417,2.663478,0.027641,0.366993,2.735602,0.206421,0.267822,2.641269,0.355556,0.183514,2.514767,0.421688,0.159834,2.463567,-0.166793,-0.01996,2.741318,-0.204405,-0.465988,2.805292,-0.215955,-0.82008,2.845401,-0.242026,-0.875522,2.809273,-0.037341,-0.015364,2.748005,-0.002669,-0.476035,2.80373,0.000178,-0.834873,2.818835,0.018446,-0.884861,2.785855
6597155138.0,-0.103159,0.047166,2.750933,-0.101751,0.11516,2.79617,-0.112202,0.478844,2.778831,-0.102014,0.645343,2.77195,-0.261416,0.35213,2.754938,-0.313922,0.098522,2.73673,-0.330466,-0.09951,2.67187,-0.32467,-0.146595,2.662069,0.032423,0.367055,2.736938,0.226686,0.278895,2.669683,0.403623,0.210198,2.5781,0.439941,0.204712,2.561462,-0.168065,-0.019685,2.739457,-0.205332,-0.466438,2.806509,-0.216098,-0.820121,2.845455,-0.24216,-0.875651,2.809403,-0.037321,-0.015403,2.748137,-0.003561,-0.47583,2.803251,0.000184,-0.834724,2.81897,0.018245,-0.884704,2.785893
6597188255.0,-0.103808,0.048984,2.749467,-0.102507,0.117121,2.793968,-0.11179,0.480234,2.774891,-0.101884,0.646049,2.769454,-0.261902,0.352056,2.754244,-0.314139,0.098142,2.736332,-0.330919,-0.099968,2.671809,-0.325663,-0.146548,2.660291,0.038328,0.366932,2.737267,0.258301,0.286621,2.711583,0.447914,0.235411,2.638461,0.506958,0.218637,2.619674,-0.169671,-0.019072,2.738009,-0.206057,-0.46612,2.807365,-0.215498,-0.819042,2.845918,-0.242266,-0.87573,2.809275,-0.037117,-0.015294,2.747818,-0.004898,-0.475274,2.802751,-4.5e-05,-0.834436,2.81974,0.01857,-0.884164,2.786621
