XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
11896566604.0,0.021392,0.042049,3.132463,0.028319,0.109605,3.141536,0.042516,0.449298,3.130292,0.029153,0.61999,3.115305,-0.111423,0.346338,3.163109,-0.161699,0.074539,3.185385,-0.18851,-0.140761,3.145196,-0.175445,-0.200379,3.123513,0.176852,0.341591,3.081718,0.299625,0.203025,2.947341,0.194981,0.116182,2.768123,0.18122,0.074223,2.692432,-0.046479,-0.023895,3.148191,-0.007087,-0.457528,3.209945,-0.006479,-0.803013,3.234826,0.018213,-0.856142,3.197921,0.081445,-0.027629,3.113097,0.065924,-0.452765,3.207188,0.074034,-0.80488,3.240654,0.03872,-0.851351,3.201092
11896599793.0,0.021503,0.041494,3.132233,0.028282,0.109244,3.141363,0.042221,0.449471,3.130738,0.024928,0.624309,3.120939,-0.112033,0.345695,3.162939,-0.161961,0.075783,3.183076,-0.194188,-0.142268,3.128758,-0.190112,-0.20631,3.11998,0.175514,0.342628,3.082922,0.31307,0.21533,2.952619,0.218016,0.120628,2.771987,0.222485,0.078354,2.695359,-0.046245,-0.024661,3.147072,-0.006819,-0.457986,3.210527,-0.005839,-0.801195,3.234253,0.014795,-0.855409,3.196471,0.081634,-0.027712,3.113147,0.06606,-0.451685,3.206492,0.077303,-0.80062,3.241657,0.042019,-0.848329,3.200392
11896632836.0,0.021581,0.041407,3.132119,0.028385,0.109155,3.1415,0.042462,0.450865,3.132939,0.023777,0.624134,3.121848,-0.113159,0.346652,3.165535,-0.162378,0.077333,3.182355,-0.197946,-0.139458,3.132205,-0.194295,-0.203915,3.126914,0.17451,0.343861,3.084845,0.320117,0.222156,2.958948,0.19614,0.132597,2.7953,0.213389,0.091887,2.71963,-0.046132,-0.024739,3.145876,-0.005691,-0.459431,3.212331,-0.006063,-0.8016,3.234019,0.027296,-0.861263,3.187639,0.081855,-0.027624,3.113194,0.068544,-0.475862,3.215104,0.075325,-0.799654,3.239156,0.083801,-0.860352,3.173375
11896666585.0,0.022111,0.041227,3.131836,0.028642,0.108981,3.141939,0.041545,0.451293,3.135674,0.023606,0.62428,3.12101,-0.114569,0.344574,3.163626,-0.163029,0.079974,3.181113,-0.200541,-0.136409,3.13299,-0.196273,-0.200654,3.125993,0.174413,0.34419,3.085101,0.314515,0.221377,2.952986,0.348425,0.104809,2.76297,0.359728,0.065954,2.703975,-0.045336,-0.025089,3.144043,-0.0058,-0.459729,3.212524,-0.005903,-0.80126,3.234187,0.028202,-0.86093,3.187829,0.083464,-0.027551,3.113242,0.069641,-0.454726,3.203929,0.074918,-0.799668,3.239408,0.044475,-0.850849,3.204106
11896699676.0,0.021818,0.04092,3.131262,0.028389,0.108734,3.141855,0.041394,0.451385,3.135132,0.022859,0.623906,3.119403,-0.115076,0.343317,3.162076,-0.164145,0.081858,3.179807,-0.203227,-0.135816,3.130279,-0.199431,-0.200366,3.133675,0.174945,0.344888,3.086172,0.31321,0.2151,2.960162,0.390318,0.109431,2.777023,0.417889,0.075466,2.729285,-0.046122,-0.025669,3.14218,-0.003049,-0.464249,3.216906,-0.004824,-0.803083,3.234537,0.037334,-0.861841,3.174983,0.083394,-0.027609,3.113263,0.069135,-0.452675,3.202846,0.075047,-0.799497,3.239581,0.087298,-0.859041,3.1683
11896733720.0,0.021559,0.040703,3.130666,0.028055,0.108545,3.141743,0.040205,0.451467,3.134721,0.022359,0.622908,3.114974,-0.116321,0.34197,3.160244,-0.165252,0.08415,3.180576,-0.2061,-0.13497,3.124015,-0.200629,-0.201931,3.136815,0.174949,0.344939,3.086155,0.315126,0.214546,2.963713,0.432382,0.105897,2.807572,0.477551,0.075546,2.738899,-0.046675,-0.026009,3.140577,-0.001477,-0.465359,3.218069,-0.003916,-0.805623,3.235819,0.037482,-0.863632,3.174989,0.083402,-0.027651,3.113237,0.069143,-0.452564,3.202737,0.077934,-0.811386,3.240648,0.082077,-0.862261,3.170041
11896766545.0,0.021628,0.040593,3.129845,0.028019,0.108439,3.141257,0.038599,0.451309,3.133497,0.019502,0.625784,3.120631,-0.116866,0.342499,3.160443,-0.16576,0.084347,3.179877,-0.207403,-0.134228,3.122128,-0.201195,-0.201945,3.137666,0.17405,0.345009,3.086354,0.33431,0.222394,2.987973,0.441149,0.11344,2.82417,0.497197,0.082972,2.764105,-0.04644,-0.026032,3.13923,-0.001683,-0.464881,3.218594,-0.004113,-0.805279,3.235823,0.025266,-0.85737,3.188582,0.083641,-0.027495,3.113012,0.069808,-0.450395,3.202762,0.073495,-0.804532,3.240297,0.080687,-0.859487,3.177784
11896800683.0,0.021116,0.040459,3.129379,0.027395,0.10845,3.141071,0.037128,0.452618,3.13291,0.019444,0.626472,3.121106,-0.117528,0.342541,3.159455,-0.165971,0.084449,3.179833,-0.207926,-0.134119,3.122244,-0.201304,-0.202082,3.13762,0.173837,0.345568,3.087059,0.345858,0.233014,3.000227,0.480248,0.124161,2.860303,0.512695,0.111206,2.830266,-0.046945,-0.026128,3.138279,-0.002205,-0.464504,3.218353,-0.005821,-0.805168,3.236199,0.024242,-0.856627,3.189323,0.083378,-0.027516,3.113043,0.068437,-0.448797,3.201954,0.067865,-0.804418,3.238787,0.036518,-0.85285,3.200496
11896833797.0,0.020803,0.040408,3.12781,0.026908,0.108473,3.140059,0.036164,0.453174,3.132219,0.018512,0.628203,3.126471,-0.119027,0.341913,3.157281,-0.166774,0.084109,3.179165,-0.208065,-0.134428,3.122327,-0.20388,-0.205134,3.154416,0.173232,0.345917,3.08737,0.346414,0.234316,3.002131,0.496129,0.12616,2.880044,0.530991,0.117073,2.857312,-0.047301,-0.02611,3.13606,-0.002703,-0.46316,3.216764,-0.006807,-0.804476,3.235492,0.025209,-0.857114,3.18898,0.083403,-0.027449,3.112224,0.067534,-0.451492,3.203701,0.065739,-0.803643,3.238582,0.090393,-0.862793,3.192906
11896866775.0,0.020453,0.040726,3.126016,0.026492,0.108844,3.138456,0.03516,0.453802,3.130162,0.018454,0.628705,3.126646,-0.120232,0.341685,3.158057,-0.167728,0.082829,3.178447,-0.208379,-0.134281,3.122403,-0.204293,-0.205938,3.155379,0.172799,0.346151,3.087859,0.35502,0.233543,3.017278,0.510381,0.127208,2.901498,0.560134,0.112404,2.879362,-0.047944,-0.02596,3.134119,-0.003292,-0.462901,3.215853,-0.007887,-0.804471,3.234942,0.062541,-0.842885,3.186551,0.083552,-0.027091,3.111088,0.067065,-0.451683,3.203813,0.063766,-0.805515,3.23933,0.0496,-0.863565,3.204334
