XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
7018266072.0,0.123228,0.172033,2.698228,0.129144,0.238432,2.721925,0.142537,0.582197,2.715277,0.158605,0.744489,2.65845,-0.024963,0.486793,2.72324,-0.126083,0.263009,2.750313,-0.133416,0.055013,2.66617,-0.133063,-0.021647,2.655035,0.292431,0.469719,2.684912,0.342767,0.34236,2.521807,0.241509,0.343319,2.343165,0.195646,0.315054,2.268171,0.047175,0.103276,2.695282,-0.024333,-0.369964,2.756768,-0.055224,-0.762531,2.80984,-0.063822,-0.798289,2.739427,0.192987,0.09577,2.691941,0.243037,-0.379936,2.761528,0.259555,-0.75413,2.802654,0.29071,-0.820804,2.783975
7018308620.0,0.123829,0.17176,2.698751,0.129954,0.238207,2.72317,0.143609,0.582753,2.716109,0.166658,0.763898,2.659386,-0.024241,0.486825,2.723339,-0.125778,0.265017,2.750122,-0.132445,0.055677,2.665852,-0.131527,-0.021779,2.654564,0.292837,0.470034,2.684465,0.345505,0.353671,2.512866,0.25519,0.301112,2.336332,0.224509,0.279797,2.275081,0.048058,0.103236,2.695991,-0.024277,-0.37036,2.756636,-0.055118,-0.764856,2.810727,-0.063861,-0.800645,2.74023,0.193158,0.095748,2.692083,0.24306,-0.379996,2.761519,0.259507,-0.754139,2.802639,0.290522,-0.820649,2.784175
7018341524.0,0.124102,0.171295,2.699295,0.130272,0.237781,2.724282,0.143733,0.582647,2.716468,0.163223,0.753926,2.659179,-0.024229,0.4868,2.723363,-0.125697,0.264906,2.750084,-0.132305,0.055716,2.665553,-0.130169,-0.022761,2.649304,0.292683,0.470174,2.684653,0.346367,0.354418,2.51304,0.285334,0.293997,2.326095,0.265901,0.271301,2.264573,0.048523,0.103007,2.696819,-0.024298,-0.37031,2.756415,-0.053996,-0.759661,2.807709,-0.062701,-0.795418,2.737298,0.193233,0.095552,2.692232,0.243363,-0.381048,2.762075,0.259475,-0.754179,2.802625,0.291296,-0.821561,2.778115
7018374470.0,0.123845,0.170861,2.699616,0.130054,0.236783,2.725974,0.143959,0.580486,2.721601,0.154591,0.737339,2.659625,-0.024203,0.486909,2.723531,-0.126344,0.266063,2.747591,-0.131775,0.05595,2.664826,-0.129821,-0.022704,2.647043,0.292349,0.470825,2.685614,0.353607,0.357894,2.514862,0.330404,0.296563,2.319364,0.323477,0.274015,2.255204,0.048357,0.102895,2.696764,-0.024319,-0.37027,2.756379,-0.054459,-0.759002,2.806847,-0.082282,-0.820973,2.79353,0.192899,0.095285,2.69239,0.243414,-0.382358,2.762951,0.25943,-0.756438,2.803831,0.291529,-0.82224,2.777945
7018418766.0,0.123722,0.171243,2.699713,0.1299,0.237175,2.726951,0.144051,0.581338,2.721405,0.162252,0.763093,2.660547,-0.024217,0.487524,2.723817,-0.126644,0.266108,2.747736,-0.133174,0.061068,2.663295,-0.1278,-0.025323,2.645877,0.293872,0.470853,2.68768,0.378799,0.361919,2.519511,0.393726,0.287892,2.322784,0.398852,0.262467,2.25967,0.048016,0.103429,2.696782,-0.024314,-0.370253,2.756351,-0.053945,-0.756937,2.805813,-0.062003,-0.792462,2.735334,0.192851,0.095376,2.69242,0.243314,-0.382709,2.763141,0.25935,-0.756392,2.80384,0.291374,-0.822039,2.778426
7018451572.0,0.123461,0.171864,2.699798,0.129225,0.237701,2.727789,0.14405,0.58169,2.721092,0.162033,0.763509,2.660155,-0.024521,0.48784,2.724032,-0.128559,0.267486,2.74678,-0.133935,0.062441,2.663095,-0.127974,-0.025046,2.645571,0.296957,0.469592,2.694062,0.423833,0.366406,2.564624,0.46979,0.290183,2.379507,0.477051,0.28125,2.355531,0.047401,0.103931,2.696672,-0.024704,-0.370324,2.755757,-0.053857,-0.756976,2.805822,-0.060425,-0.792502,2.73528,0.192775,0.095527,2.692508,0.242833,-0.380875,2.763133,0.259177,-0.755418,2.802909,0.290624,-0.818933,2.784177
7018483256.0,0.123253,0.17269,2.699754,0.128372,0.23827,2.728662,0.143949,0.581826,2.7216,0.161678,0.764724,2.660774,-0.024675,0.488166,2.724442,-0.130137,0.269637,2.746008,-0.134631,0.062536,2.662986,-0.128924,-0.023491,2.645759,0.300437,0.470503,2.70288,0.434693,0.372596,2.577941,0.537087,0.288333,2.423826,0.568432,0.255053,2.343335,0.046872,0.104799,2.69614,-0.024683,-0.369889,2.755517,-0.05335,-0.755625,2.805853,-0.057991,-0.791125,2.735226,0.192728,0.095716,2.69243,0.242594,-0.381396,2.763131,0.259193,-0.755444,2.802888,0.290889,-0.820125,2.783591
7018515014.0,0.123047,0.174672,2.699458,0.127482,0.239706,2.729244,0.144069,0.581919,2.721627,0.163424,0.767114,2.660081,-0.025044,0.488726,2.724625,-0.13205,0.270058,2.745504,-0.136358,0.061469,2.662822,-0.130433,-0.021577,2.645501,0.30792,0.469762,2.71231,0.460113,0.381322,2.606225,0.573667,0.29515,2.46224,0.59375,0.289307,2.427798,0.045425,0.106327,2.694018,-0.025026,-0.369667,2.755497,-0.052933,-0.754873,2.805613,-0.055434,-0.790357,2.734943,0.19289,0.09614,2.692689,0.242178,-0.381815,2.763128,0.25896,-0.756753,2.803415,0.291399,-0.82145,2.781653
7018558219.0,0.122855,0.175805,2.699231,0.126937,0.240674,2.729693,0.144058,0.58219,2.721515,0.163524,0.76684,2.657688,-0.025298,0.488933,2.724741,-0.133253,0.26958,2.745497,-0.139133,0.061475,2.661709,-0.131295,-0.020838,2.644262,0.310904,0.468776,2.716859,0.472665,0.385998,2.624718,0.612068,0.306432,2.503572,0.657227,0.289063,2.459049,0.044638,0.107043,2.693067,-0.025124,-0.369831,2.755486,-0.051979,-0.762458,2.808964,-0.053478,-0.797902,2.738365,0.192981,0.096301,2.692777,0.24131,-0.38234,2.763126,0.258926,-0.756855,2.80335,0.291566,-0.821953,2.780591
7018591489.0,0.122287,0.176432,2.699347,0.126047,0.240914,2.73056,0.141642,0.58027,2.722667,0.15566,0.737884,2.659425,-0.025984,0.489119,2.724896,-0.133726,0.27034,2.745761,-0.139932,0.060662,2.660787,-0.133069,-0.01885,2.641699,0.312578,0.469148,2.719727,0.49054,0.393192,2.665021,0.658691,0.314941,2.550848,0.716323,0.292986,2.521574,0.043737,0.107085,2.692737,-0.025461,-0.370127,2.755276,-0.052661,-0.761591,2.809414,-0.053565,-0.797035,2.738701,0.192961,0.096355,2.692835,0.240166,-0.380404,2.762707,0.258803,-0.75659,2.803407,0.288331,-0.818792,2.796186
