XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
11875722787.0,0.018821,0.037526,3.128668,0.026568,0.105331,3.14058,0.041824,0.448652,3.134758,0.032985,0.61197,3.107834,-0.113989,0.34433,3.169024,-0.165652,0.075302,3.191159,-0.193298,-0.141606,3.14853,-0.192393,-0.203229,3.127751,0.176094,0.342913,3.081094,0.293981,0.184557,2.980764,0.217568,0.041836,2.832261,0.199532,-0.01179,2.764869,-0.049673,-0.028433,3.142119,-0.008341,-0.457936,3.210868,-0.002991,-0.804016,3.236686,0.02193,-0.856131,3.19798,0.079975,-0.031221,3.109141,0.062916,-0.446562,3.202542,0.077585,-0.795249,3.236174,0.052167,-0.856841,3.207856
11875755737.0,0.019302,0.037174,3.128749,0.027046,0.105078,3.141119,0.041889,0.448793,3.134747,0.030224,0.6128,3.110264,-0.1153,0.343367,3.169524,-0.165786,0.080467,3.186805,-0.195482,-0.140493,3.147674,-0.194493,-0.203022,3.129772,0.174641,0.342989,3.082972,0.296797,0.186878,2.98509,0.252287,0.040548,2.826709,0.237633,-0.01232,2.757893,-0.049218,-0.028822,3.1413,-0.006886,-0.458902,3.211616,-0.005023,-0.801671,3.235489,0.026968,-0.85818,3.178795,0.081318,-0.031404,3.110669,0.066932,-0.482263,3.218538,0.077658,-0.794228,3.236736,0.090001,-0.85653,3.168446
11875789795.0,0.01946,0.037103,3.128682,0.027295,0.104981,3.141455,0.041999,0.448775,3.134626,0.029035,0.613526,3.112041,-0.115534,0.34336,3.169539,-0.165969,0.080359,3.185008,-0.197226,-0.138907,3.146565,-0.199356,-0.201036,3.127389,0.174216,0.342921,3.08396,0.298906,0.187022,2.990346,0.268946,0.040751,2.828355,0.287263,-0.015807,2.76345,-0.049181,-0.028838,3.141268,-0.007254,-0.459755,3.212057,-0.004328,-0.799151,3.237643,0.028313,-0.860138,3.184449,0.081587,-0.031509,3.110547,0.067052,-0.481961,3.218541,0.075193,-0.797356,3.237628,0.094457,-0.857055,3.189679
11875832956.0,0.018962,0.036547,3.128729,0.026764,0.104458,3.141685,0.040977,0.448159,3.133584,0.024346,0.618315,3.118187,-0.116205,0.342761,3.168646,-0.166901,0.080555,3.183598,-0.201745,-0.135596,3.136223,-0.193797,-0.198272,3.120546,0.173401,0.34307,3.085345,0.303363,0.189699,2.996285,0.32783,0.038028,2.83889,0.35464,-0.013492,2.772685,-0.04977,-0.029257,3.14065,-0.00585,-0.462861,3.214528,0.00109,-0.798585,3.245419,0.026942,-0.860254,3.18457,0.080918,-0.032008,3.111673,0.066182,-0.462116,3.209566,0.073884,-0.799775,3.237233,0.088459,-0.85701,3.193084
11875863915.0,0.019145,0.036028,3.128783,0.026423,0.104184,3.141991,0.040034,0.448495,3.133163,0.024178,0.618456,3.117344,-0.11738,0.340374,3.161439,-0.167677,0.079905,3.182008,-0.203669,-0.132037,3.131724,-0.196208,-0.195863,3.121503,0.172863,0.3422,3.086964,0.314304,0.195397,3.008042,0.387255,0.04585,2.865716,0.39917,0.040314,2.843992,-0.049382,-0.029978,3.139767,-0.005157,-0.462063,3.216076,-0.000766,-0.800695,3.243452,0.030826,-0.861618,3.190865,0.081486,-0.032355,3.11289,0.067159,-0.45841,3.207642,0.073819,-0.800187,3.237114,0.089835,-0.856511,3.198107
11875905562.0,0.020417,0.035669,3.129321,0.027087,0.103957,3.142318,0.03932,0.448291,3.132555,0.026314,0.616624,3.114357,-0.117577,0.340655,3.161484,-0.168428,0.080383,3.179649,-0.206036,-0.13367,3.129437,-0.198518,-0.19809,3.125314,0.173209,0.342108,3.087911,0.319738,0.197926,3.016508,0.405762,0.049684,2.881063,0.452569,0.016937,2.850076,-0.04815,-0.030412,3.139857,-0.006241,-0.461184,3.217324,-0.003537,-0.798955,3.244037,0.021458,-0.856391,3.199074,0.084415,-0.032707,3.1149,0.06596,-0.451103,3.205827,0.072112,-0.795379,3.236743,0.088508,-0.853532,3.196157
11875939640.0,0.020339,0.035652,3.129145,0.026996,0.103975,3.142183,0.039086,0.448736,3.13212,0.025944,0.616923,3.114493,-0.117923,0.340895,3.16153,-0.169211,0.082006,3.177797,-0.2065,-0.134039,3.128908,-0.199479,-0.198588,3.126882,0.17321,0.342213,3.088572,0.336003,0.20999,3.044758,0.426412,0.061461,2.913041,0.469238,0.048401,2.867429,-0.048376,-0.030314,3.139063,-0.00725,-0.460319,3.218733,-0.003366,-0.800025,3.243371,0.022082,-0.856453,3.199273,0.084327,-0.032735,3.114878,0.064175,-0.445621,3.200927,0.069847,-0.790774,3.232979,0.087031,-0.851989,3.196723
11875972663.0,0.020194,0.035658,3.128483,0.026689,0.104079,3.141328,0.038023,0.449369,3.130126,0.024292,0.619269,3.114317,-0.118597,0.34166,3.161007,-0.170111,0.081097,3.17705,-0.20729,-0.134299,3.127561,-0.195682,-0.198127,3.124616,0.173229,0.342587,3.089614,0.335449,0.201782,3.042597,0.45822,0.061979,2.931101,0.51709,0.039581,2.890867,-0.048592,-0.030386,3.137817,-0.01095,-0.459995,3.216383,0.007009,-0.814136,3.255033,0.065586,-0.867231,3.210118,0.084237,-0.032695,3.11465,0.063036,-0.445974,3.201592,0.068603,-0.794447,3.230294,0.087432,-0.853374,3.199047
11876006825.0,0.018789,0.035322,3.127527,0.025539,0.10386,3.14067,0.037469,0.449783,3.130199,0.022585,0.620382,3.114601,-0.119244,0.340979,3.160587,-0.170311,0.08037,3.17575,-0.207713,-0.133975,3.126133,-0.198466,-0.197973,3.120437,0.172707,0.342788,3.090103,0.335716,0.205157,3.048281,0.47606,0.064651,2.965499,0.515196,0.051448,2.936323,-0.05026,-0.030464,3.136299,-0.011181,-0.460733,3.216173,0.000729,-0.810956,3.249426,0.068209,-0.859926,3.20771,0.082328,-0.033061,3.113572,0.063114,-0.460812,3.209168,0.062689,-0.799567,3.23258,0.087416,-0.854001,3.198316
11876049539.0,0.019423,0.035214,3.127359,0.025602,0.103821,3.14046,0.036189,0.449639,3.129245,0.0228,0.620042,3.112705,-0.119036,0.340451,3.157521,-0.170445,0.080478,3.175357,-0.208262,-0.133792,3.125507,-0.200874,-0.200682,3.124241,0.173913,0.343179,3.091083,0.343037,0.20358,3.061177,0.485517,0.06449,2.979942,0.527212,0.055246,2.965472,-0.049152,-0.030808,3.135363,-0.007233,-0.459,3.222472,-0.006725,-0.805744,3.247835,0.022583,-0.853516,3.192989,0.08379,-0.033133,3.11426,0.063398,-0.462911,3.209931,0.065696,-0.79407,3.233787,0.08678,-0.849876,3.194932
