XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
1100928584.0,-0.145052,0.204471,3.004359,-0.142585,0.275603,3.017081,-0.110789,0.63221,3.006217,-0.062317,0.800948,2.926703,-0.269822,0.523912,2.978911,-0.380779,0.26632,3.030252,-0.391409,-0.004308,2.95272,-0.387476,-0.109153,2.938815,0.048844,0.543975,3.044451,0.168645,0.487924,2.843225,0.186644,0.438931,2.617017,0.198186,0.419574,2.536137,-0.220569,0.13722,2.984316,-0.277766,-0.390203,2.967543,-0.29723,-0.787423,3.071332,-0.281359,-0.857858,3.020785,-0.077814,0.125935,3.021824,-0.061716,-0.386518,2.997092,-0.074701,-0.777419,3.08804,-0.055984,-0.828202,2.999596
1100974294.0,-0.137287,0.198543,3.00624,-0.134627,0.268798,3.018563,-0.100275,0.620107,3.006627,-0.05622,0.793626,2.927008,-0.263381,0.520219,2.976065,-0.373198,0.259628,3.013521,-0.399724,-0.014014,2.956741,-0.392841,-0.118694,2.937987,0.060136,0.537106,3.05056,0.187415,0.485173,2.853507,0.247862,0.432458,2.626714,0.268012,0.414887,2.555684,-0.215051,0.129683,2.983721,-0.275147,-0.392415,2.959534,-0.296591,-0.78724,3.070564,-0.344798,-0.840567,3.019444,-0.069114,0.118039,3.025817,-0.059821,-0.387395,2.992954,-0.074673,-0.77744,3.087897,-0.053741,-0.828413,2.99996
1101006996.0,-0.129746,0.194039,3.008584,-0.127067,0.264052,3.020586,-0.090988,0.614359,3.008594,-0.038525,0.779194,2.935445,-0.254782,0.513229,2.975867,-0.370823,0.256912,3.001754,-0.399175,-0.019341,2.953173,-0.394666,-0.120165,2.93734,0.076868,0.523205,3.060942,0.201516,0.483972,2.858782,0.335054,0.438174,2.672814,0.379567,0.422908,2.615391,-0.210314,0.123334,2.982396,-0.271085,-0.396002,2.950969,-0.298505,-0.783581,3.064213,-0.371347,-0.847449,3.033538,-0.059437,0.110741,3.032355,-0.055805,-0.3878,2.989934,-0.070864,-0.769556,3.078855,-0.047722,-0.820422,2.991872
1101028593.0,-0.126038,0.191743,3.010034,-0.123584,0.261468,3.022141,-0.086384,0.610364,3.01156,-0.027811,0.77047,2.939483,-0.2467,0.509741,2.971431,-0.367718,0.252758,2.992732,-0.397616,-0.0192,2.94775,-0.39636,-0.121446,2.937676,0.084977,0.520956,3.065492,0.211831,0.478422,2.865907,0.422298,0.472686,2.793917,0.492454,0.470775,2.774485,-0.207358,0.12071,2.982849,-0.269218,-0.398956,2.946892,-0.298453,-0.784082,3.059175,-0.353656,-0.843272,3.024807,-0.05678,0.108064,3.033461,-0.052765,-0.391582,2.986319,-0.069768,-0.781131,3.086473,-0.044319,-0.831985,3.000056
1101074368.0,-0.121118,0.188742,3.011821,-0.119137,0.258829,3.023369,-0.081052,0.608897,3.011936,-0.023684,0.766963,2.940944,-0.239503,0.507316,2.964463,-0.365203,0.253306,2.985409,-0.395941,-0.020394,2.944063,-0.401105,-0.121633,2.934859,0.0873,0.519785,3.070889,0.299365,0.48037,3.011132,0.398071,0.457096,2.804255,0.440636,0.41755,2.707362,-0.202767,0.117131,2.983008,-0.268762,-0.399747,2.945264,-0.298612,-0.783731,3.05589,-0.356662,-0.847532,3.03857,-0.052836,0.105387,3.036667,-0.051734,-0.391249,2.985857,-0.06795,-0.773815,3.081956,-0.039039,-0.824844,2.996671
1101107033.0,-0.119045,0.188896,3.012246,-0.116926,0.259135,3.023295,-0.07661,0.609634,3.010964,-0.019989,0.769431,2.937677,-0.237115,0.507053,2.961629,-0.362984,0.253157,2.977812,-0.396552,-0.036669,2.937572,-0.401147,-0.121751,2.934748,0.09081,0.519062,3.07484,0.303293,0.481322,3.017843,0.447255,0.465978,2.841308,0.503132,0.429924,2.750157,-0.201339,0.116909,2.98262,-0.268474,-0.399582,2.944972,-0.303011,-0.780225,3.051572,-0.371156,-0.845749,3.027088,-0.050988,0.10494,3.038256,-0.051501,-0.390888,2.985968,-0.068006,-0.773428,3.081081,-0.037679,-0.824401,2.996794
1101128582.0,-0.117009,0.18937,3.012695,-0.114903,0.260067,3.022865,-0.070429,0.612654,3.009391,-0.009454,0.78095,2.941137,-0.223623,0.510502,2.954077,-0.361892,0.256922,2.973089,-0.397229,-0.033099,2.93573,-0.404216,-0.116031,2.93272,0.093444,0.519431,3.081716,0.309077,0.489948,3.053889,0.466856,0.4698,2.89166,0.541504,0.424072,2.790518,-0.197841,0.118142,2.981924,-0.268245,-0.399696,2.945231,-0.304381,-0.77995,3.052828,-0.386482,-0.850368,3.069755,-0.050333,0.105359,3.039844,-0.051788,-0.39245,2.986961,-0.07001,-0.780153,3.090898,-0.035499,-0.831219,3.008819
1101174416.0,-0.116446,0.189529,3.012683,-0.114331,0.260534,3.021874,-0.068399,0.614673,3.007087,-0.007201,0.781287,2.938457,-0.218252,0.511166,2.948731,-0.362227,0.264738,2.962621,-0.398388,-0.010904,2.928583,-0.404431,-0.097023,2.924357,0.09284,0.524117,3.086453,0.305146,0.490094,3.091471,0.47682,0.476685,2.945156,0.574219,0.441162,2.839337,-0.195855,0.118992,2.981338,-0.268325,-0.399717,2.945704,-0.309682,-0.783961,3.055554,-0.369363,-0.847607,3.058147,-0.050619,0.105904,3.040681,-0.051827,-0.391719,2.988417,-0.070349,-0.778677,3.089837,-0.032947,-0.83001,3.00914
1101207085.0,-0.114843,0.191187,3.012696,-0.112422,0.263081,3.020182,-0.064117,0.621633,3.002737,0.001143,0.79034,2.935699,-0.209432,0.514606,2.940651,-0.365809,0.273734,2.954667,-0.398942,-0.004955,2.921164,-0.399626,-0.087629,2.913353,0.092724,0.527696,3.092425,0.300202,0.489597,3.117014,0.492542,0.493863,3.002702,0.589151,0.45127,2.879758,-0.191721,0.122864,2.980549,-0.268816,-0.400319,2.94878,-0.316917,-0.786213,3.052623,-0.361343,-0.85836,3.031482,-0.050852,0.108503,3.042331,-0.053145,-0.39161,2.992768,-0.070829,-0.778423,3.089551,-0.091971,-0.862576,3.079704
1101228663.0,-0.113802,0.196805,3.012095,-0.110902,0.268675,3.01711,-0.061217,0.625736,2.995345,0.002466,0.790658,2.933515,-0.206587,0.521233,2.933453,-0.365999,0.27895,2.951258,-0.399048,0.001073,2.912153,-0.402604,-0.081207,2.902392,0.091251,0.53302,3.099004,0.29648,0.487834,3.125845,0.500951,0.492918,3.040031,0.588384,0.449906,2.908208,-0.189757,0.128722,2.979045,-0.269732,-0.400394,2.951378,-0.317987,-0.786273,3.05255,-0.361471,-0.85824,3.028823,-0.053188,0.115762,3.045354,-0.054606,-0.390513,3.000836,-0.070385,-0.777612,3.089506,-0.09185,-0.861721,3.079607
1101274388.0,-0.11331,0.198361,3.011814,-0.109975,0.270094,3.015466,-0.060705,0.626224,2.994371,0.005284,0.787103,2.931117,-0.205199,0.523755,2.929476,-0.374038,0.287819,2.936204,-0.40038,0.004411,2.904809,-0.402809,-0.077358,2.891816,0.090531,0.537683,3.102113,0.292286,0.485955,3.134827,0.503325,0.495681,3.073299,0.586855,0.450785,2.932241,-0.18899,0.13021,2.978208,-0.271173,-0.401567,2.956959,-0.319255,-0.787142,3.054707,-0.361703,-0.858354,3.026988,-0.053591,0.117537,3.046121,-0.056035,-0.38733,3.006563,-0.071263,-0.777775,3.089731,-0.024963,-0.830311,3.014415
1101307158.0,-0.113666,0.200621,3.011552,-0.109758,0.272892,3.013723,-0.060238,0.631764,2.990238,0.010849,0.787454,2.921295,-0.203792,0.528187,2.92731,-0.377631,0.299327,2.925541,-0.401235,0.009566,2.893601,-0.402754,-0.073063,2.889875,0.089903,0.538622,3.10279,0.289833,0.485117,3.138978,0.503986,0.49689,3.096997,0.593305,0.451564,2.947212,-0.188833,0.132595,2.977521,-0.272676,-0.401849,2.960446,-0.319432,-0.787309,3.054992,-0.362147,-0.857481,3.024982,-0.055539,0.120382,3.047387,-0.057745,-0.386564,3.013101,-0.071691,-0.77673,3.089356,-0.024715,-0.829593,3.014617
1101328845.0,-0.114235,0.203915,3.011557,-0.109634,0.276217,3.012544,-0.059684,0.634826,2.988926,0.011233,0.78816,2.920542,-0.205881,0.531567,2.925356,-0.382931,0.313273,2.917377,-0.40202,0.027263,2.875906,-0.402457,-0.055369,2.875961,0.089759,0.538999,3.103949,0.287826,0.484678,3.14422,0.502877,0.497052,3.11384,0.59048,0.451426,2.959916,-0.189775,0.135148,2.97737,-0.274389,-0.401914,2.963311,-0.320207,-0.787988,3.055794,-0.362475,-0.857852,3.024316,-0.056412,0.122737,3.048164,-0.060415,-0.384764,3.019581,-0.07282,-0.775956,3.090934,-0.025543,-0.829,3.016428
1101374501.0,-0.115034,0.205919,3.010723,-0.109903,0.278142,3.010683,-0.060067,0.63628,2.986704,0.011183,0.788599,2.92004,-0.208301,0.534729,2.924017,-0.386532,0.331625,2.911263,-0.402614,0.041655,2.86841,-0.409071,-0.03993,2.857594,0.088789,0.538503,3.104001,0.280283,0.477942,3.155978,0.495694,0.489778,3.14149,0.596385,0.445079,2.981594,-0.190855,0.137694,2.976612,-0.274479,-0.397488,2.966707,-0.32056,-0.787507,3.056317,-0.361862,-0.859732,3.028978,-0.057346,0.124046,3.047832,-0.061411,-0.383772,3.025134,-0.073255,-0.775317,3.092412,-0.025954,-0.828522,3.017931
