XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
1.17483147429e+11,-0.058408,0.125411,2.514976,-0.04881,0.190289,2.570869,-0.040925,0.56111,2.565933,-0.038026,0.747966,2.523083,-0.222634,0.45171,2.577209,-0.270636,0.190331,2.562859,-0.27478,-0.006654,2.490124,-0.272048,-0.083195,2.47139,0.123162,0.445001,2.531718,0.20764,0.28383,2.408667,0.031631,0.341305,2.305327,-0.027174,0.358779,2.273654,-0.138419,0.049496,2.51227,-0.174894,-0.418122,2.566954,-0.209939,-0.773524,2.564484,-0.261688,-0.842513,2.50104,0.015388,0.048158,2.496113,0.054776,-0.431015,2.568705,0.077763,-0.776013,2.579133,0.111145,-0.838717,2.509987
1.17483180732e+11,-0.05839,0.125784,2.515408,-0.049556,0.190523,2.571346,-0.043208,0.560333,2.566507,-0.038194,0.747926,2.523006,-0.223585,0.451137,2.576418,-0.271401,0.190773,2.562265,-0.275346,-0.006359,2.49011,-0.272338,-0.083142,2.471158,0.123964,0.44822,2.535275,0.216312,0.288918,2.416519,0.062689,0.336694,2.274601,0.000539,0.350331,2.247873,-0.138438,0.049493,2.512273,-0.17488,-0.418209,2.566938,-0.209774,-0.773604,2.564853,-0.261962,-0.842718,2.50078,0.0162,0.048547,2.49713,0.05467,-0.431136,2.568565,0.077626,-0.776109,2.578933,0.111082,-0.838821,2.509985
1.1748321454e+11,-0.058348,0.12594,2.515649,-0.049987,0.190668,2.571562,-0.04412,0.560017,2.56624,-0.038378,0.74788,2.523213,-0.224505,0.450923,2.575822,-0.271647,0.191164,2.561095,-0.276201,-0.006088,2.489491,-0.273323,-0.083313,2.471089,0.123405,0.4489,2.537362,0.229562,0.292956,2.42832,0.074713,0.33266,2.256115,0.031386,0.34611,2.204216,-0.138411,0.049466,2.512139,-0.174998,-0.418331,2.567039,-0.209281,-0.774481,2.564826,-0.261872,-0.842662,2.500625,0.016761,0.04885,2.498674,0.054632,-0.431705,2.568345,0.077886,-0.778956,2.577815,0.111161,-0.839145,2.508717
1.1748324762e+11,-0.05826,0.126043,2.515754,-0.050693,0.190775,2.571704,-0.045117,0.559883,2.566006,-0.038717,0.747848,2.52356,-0.224982,0.450796,2.575121,-0.272058,0.190614,2.559624,-0.277259,-0.006694,2.488283,-0.274446,-0.083497,2.471025,0.12028,0.45016,2.541939,0.239161,0.290444,2.429897,0.106994,0.328858,2.242768,0.07563,0.331165,2.181563,-0.137971,0.049582,2.511616,-0.175036,-0.418295,2.567024,-0.209136,-0.773857,2.565296,-0.261625,-0.842468,2.500169,0.017112,0.049431,2.499785,0.054516,-0.43178,2.56804,0.078189,-0.779024,2.577698,0.111041,-0.839125,2.508948
1.17483281625e+11,-0.058207,0.126017,2.515869,-0.051115,0.190816,2.571853,-0.045271,0.560418,2.566064,-0.038716,0.747846,2.523561,-0.225211,0.450737,2.575069,-0.272924,0.190938,2.558474,-0.277897,-0.00652,2.487654,-0.27497,-0.083164,2.471205,0.118202,0.449574,2.544904,0.252683,0.285491,2.475917,0.185242,0.30188,2.265584,0.148551,0.317954,2.209675,-0.137855,0.049589,2.511364,-0.175092,-0.41836,2.566885,-0.209183,-0.773796,2.565353,-0.261652,-0.842531,2.499861,0.017267,0.049448,2.500632,0.054486,-0.431766,2.567987,0.078284,-0.778935,2.577453,0.110766,-0.839145,2.508698
1.17483314745e+11,-0.05823,0.126052,2.515878,-0.051772,0.191004,2.571901,-0.046546,0.560529,2.565104,-0.038783,0.748562,2.523964,-0.225605,0.451063,2.574498,-0.273922,0.190844,2.557086,-0.278064,-0.006629,2.486411,-0.275958,-0.082629,2.470477,0.115903,0.445561,2.547504,0.219402,0.274062,2.47425,0.204937,0.299075,2.25687,0.201966,0.304345,2.188409,-0.137779,0.049796,2.510912,-0.175345,-0.418296,2.566861,-0.209127,-0.773906,2.565419,-0.261889,-0.842628,2.500041,0.017225,0.049618,2.501089,0.05432,-0.43187,2.567892,0.077727,-0.778918,2.576798,0.110789,-0.839414,2.508646
1.17483347496e+11,-0.058182,0.126165,2.515941,-0.052497,0.191127,2.572025,-0.046759,0.560722,2.565217,-0.03878,0.748971,2.524234,-0.226182,0.451827,2.572353,-0.275496,0.192231,2.555161,-0.27826,-0.00581,2.486711,-0.276229,-0.081658,2.469533,0.11543,0.443722,2.549758,0.223735,0.273947,2.48185,0.262949,0.259109,2.266833,0.250849,0.280753,2.177209,-0.137589,0.050083,2.510109,-0.175408,-0.418393,2.566725,-0.20911,-0.773843,2.565624,-0.261827,-0.842436,2.499916,0.017442,0.049916,2.501891,0.053989,-0.430922,2.56704,0.078061,-0.778901,2.577932,0.11073,-0.83894,2.510373
1.17483381701e+11,-0.058154,0.126214,2.516016,-0.05295,0.1912,2.572115,-0.047175,0.560843,2.565158,-0.038918,0.749261,2.523769,-0.227006,0.452546,2.570862,-0.276497,0.192924,2.554045,-0.278827,-0.005261,2.486404,-0.27646,-0.081515,2.469618,0.114875,0.442163,2.550756,0.226737,0.274701,2.483288,0.260811,0.281352,2.266983,0.277149,0.275272,2.200499,-0.137478,0.050255,2.509685,-0.175432,-0.418443,2.566621,-0.209216,-0.7735,2.564629,-0.261675,-0.842281,2.50008,0.017669,0.049871,2.502728,0.053946,-0.431065,2.567125,0.077168,-0.778889,2.577719,0.110686,-0.838978,2.510437
1.17483414678e+11,-0.058074,0.126439,2.516108,-0.053417,0.191424,2.572175,-0.047458,0.560914,2.564688,-0.03892,0.749536,2.523514,-0.227744,0.453175,2.569278,-0.277768,0.193643,2.552062,-0.279524,-0.004721,2.485378,-0.277079,-0.081133,2.468518,0.114497,0.441781,2.552125,0.228579,0.275517,2.486376,0.291326,0.251383,2.278517,0.286093,0.271465,2.229669,-0.137291,0.050675,2.509108,-0.175425,-0.418325,2.566617,-0.209144,-0.773278,2.564774,-0.261738,-0.842219,2.500084,0.017897,0.05011,2.503659,0.053884,-0.431148,2.567097,0.077554,-0.780016,2.577507,0.110253,-0.838965,2.509929
1.17483447631e+11,-0.058038,0.126434,2.516137,-0.053963,0.191481,2.572205,-0.047646,0.56097,2.564324,-0.039345,0.749723,2.523107,-0.228144,0.453216,2.567021,-0.27891,0.19484,2.550602,-0.280064,-0.003459,2.483978,-0.277552,-0.080493,2.468005,0.114691,0.440574,2.553357,0.230115,0.275446,2.487157,0.292281,0.250702,2.279275,0.297214,0.263564,2.229043,-0.13724,0.050577,2.508715,-0.175504,-0.418567,2.566976,-0.209129,-0.773212,2.564769,-0.260629,-0.841745,2.497165,0.018195,0.04994,2.504315,0.053703,-0.431464,2.56743,0.076934,-0.779747,2.577846,0.110197,-0.838918,2.510246
1.17483481471e+11,-0.057964,0.126417,2.516174,-0.054251,0.191525,2.572223,-0.047745,0.561053,2.564034,-0.039009,0.750266,2.522708,-0.228644,0.45294,2.565549,-0.279477,0.195253,2.548717,-0.280357,-0.003175,2.482892,-0.278084,-0.080248,2.467309,0.114498,0.439785,2.553826,0.232313,0.274886,2.494936,0.293486,0.246797,2.287279,0.312586,0.250217,2.221413,-0.137081,0.050493,2.508202,-0.175631,-0.418759,2.566947,-0.20911,-0.773297,2.56486,-0.26034,-0.841586,2.496628,0.018503,0.049744,2.505049,0.05365,-0.431674,2.567502,0.077072,-0.780742,2.578528,0.110182,-0.838915,2.510144
1.17483514702e+11,-0.057812,0.126565,2.516183,-0.054699,0.191643,2.572226,-0.048176,0.560946,2.563675,-0.039162,0.749726,2.52037,-0.228889,0.453377,2.563938,-0.280328,0.196652,2.547106,-0.280487,-0.001972,2.482358,-0.278256,-0.080082,2.466858,0.114477,0.439856,2.555381,0.231765,0.274234,2.498935,0.295381,0.237552,2.293602,0.320546,0.231827,2.230017,-0.136766,0.050657,2.507546,-0.175658,-0.418587,2.566782,-0.20921,-0.773326,2.564849,-0.259767,-0.841538,2.495193,0.018881,0.049965,2.505499,0.053886,-0.431696,2.568028,0.076525,-0.780298,2.5776,0.110191,-0.838989,2.510135
