XQPCTick,j0x0,j0x1,j0x2,j1x0,j1x1,j1x2,j2x0,j2x1,j2x2,j3x0,j3x1,j3x2,j4x0,j4x1,j4x2,j5x0,j5x1,j5x2,j6x0,j6x1,j6x2,j7x0,j7x1,j7x2,j8x0,j8x1,j8x2,j9x0,j9x1,j9x2,j10x0,j10x1,j10x2,j11x0,j11x1,j11x2,j12x0,j12x1,j12x2,j13x0,j13x1,j13x2,j14x0,j14x1,j14x2,j15x0,j15x1,j15x2,j16x0,j16x1,j16x2,j17x0,j17x1,j17x2,j18x0,j18x1,j18x2,j19x0,j19x1,j19x2
5350328596.0,-0.26996,0.096676,3.151748,-0.272211,0.161417,3.198299,-0.276973,0.51332,3.183336,-0.264339,0.684608,3.121089,-0.432472,0.399657,3.173652,-0.467311,0.140396,3.157212,-0.480279,-0.059006,3.088879,-0.476581,-0.157282,3.073595,-0.132279,0.410875,3.183026,0.000602,0.285645,3.046937,0.142325,0.208436,2.903735,0.184092,0.16813,2.858541,-0.336533,0.026398,3.14257,-0.390984,-0.413855,3.275944,-0.422101,-0.753719,3.299537,-0.438852,-0.816439,3.257857,-0.201728,0.031527,3.146569,-0.186236,-0.414175,3.271572,-0.1648,-0.747147,3.294613,-0.163112,-0.788477,3.216218
5350362625.0,-0.270309,0.096341,3.151799,-0.272582,0.161118,3.198276,-0.277252,0.512834,3.182882,-0.264942,0.683607,3.12147,-0.432215,0.398952,3.173413,-0.46756,0.140305,3.157258,-0.481152,-0.059385,3.090214,-0.477186,-0.157467,3.073776,-0.13311,0.411558,3.18309,0.016508,0.302783,3.063878,0.130147,0.191214,2.918103,0.169425,0.152395,2.869501,-0.33658,0.026265,3.142612,-0.391818,-0.416048,3.275363,-0.422357,-0.753806,3.299603,-0.447668,-0.823183,3.229332,-0.202493,0.031479,3.146807,-0.185151,-0.41163,3.269449,-0.164938,-0.747142,3.294726,-0.163195,-0.788489,3.216335
5350395537.0,-0.270427,0.096289,3.15166,-0.27283,0.161086,3.198016,-0.277482,0.512442,3.182209,-0.265347,0.682885,3.120934,-0.431996,0.398452,3.173235,-0.46766,0.139882,3.158173,-0.482851,-0.060418,3.093973,-0.477886,-0.158347,3.076889,-0.133572,0.412433,3.18375,0.018452,0.302935,3.069435,0.15603,0.180907,2.960734,0.214872,0.152699,2.926763,-0.336583,0.026252,3.142578,-0.392468,-0.417069,3.275347,-0.422554,-0.753596,3.299326,-0.449237,-0.824921,3.231551,-0.202749,0.031613,3.146626,-0.184382,-0.409204,3.267446,-0.165167,-0.746877,3.294296,-0.163224,-0.788241,3.215915
5350428617.0,-0.27076,0.096349,3.151553,-0.273217,0.161227,3.197753,-0.27792,0.512716,3.181636,-0.266024,0.683117,3.121559,-0.432735,0.397185,3.172976,-0.467926,0.14029,3.157934,-0.483598,-0.060186,3.094694,-0.478277,-0.15804,3.077229,-0.133821,0.41271,3.183899,0.022564,0.304901,3.075351,0.159503,0.179088,2.970788,0.215205,0.149766,2.932699,-0.33696,0.026249,3.142241,-0.392377,-0.416781,3.2755,-0.422448,-0.753563,3.299381,-0.452267,-0.828327,3.241144,-0.20304,0.031699,3.146784,-0.184156,-0.40911,3.267299,-0.165751,-0.746721,3.292395,-0.16374,-0.788097,3.214026
5350462694.0,-0.270896,0.096186,3.151421,-0.273564,0.161054,3.197439,-0.27794,0.512093,3.181124,-0.26631,0.682788,3.120542,-0.432836,0.396153,3.172137,-0.468155,0.140214,3.157779,-0.483034,-0.060552,3.095603,-0.481139,-0.159371,3.083937,-0.134232,0.413214,3.184669,0.025467,0.301709,3.088302,0.163675,0.173605,2.989056,0.23393,0.1273,2.935905,-0.33704,0.026055,3.142118,-0.392544,-0.41665,3.275823,-0.422866,-0.753032,3.299273,-0.451287,-0.828486,3.239271,-0.203176,0.031671,3.146724,-0.185483,-0.411694,3.268838,-0.165861,-0.746396,3.291684,-0.163446,-0.787783,3.213336
5350495398.0,-0.270911,0.096153,3.151412,-0.273953,0.161094,3.1972,-0.278123,0.512106,3.180499,-0.265875,0.682815,3.113671,-0.432726,0.39473,3.169734,-0.468118,0.140218,3.157781,-0.483163,-0.060519,3.09568,-0.481286,-0.159373,3.084071,-0.134048,0.413629,3.184948,0.028461,0.301681,3.096185,0.165609,0.167704,3.004593,0.195087,0.156452,2.971838,-0.337025,0.025982,3.142076,-0.393253,-0.417805,3.277857,-0.423013,-0.752803,3.299359,-0.446505,-0.823112,3.229378,-0.203196,0.031619,3.146815,-0.184787,-0.411168,3.268368,-0.16606,-0.746064,3.291592,-0.162956,-0.787476,3.213273
5350528574.0,-0.270997,0.096209,3.151442,-0.274064,0.161223,3.197003,-0.278069,0.512505,3.180212,-0.265914,0.683264,3.112403,-0.433015,0.394216,3.169523,-0.468202,0.140628,3.157013,-0.483073,-0.060266,3.095651,-0.480474,-0.159148,3.084341,-0.133995,0.41391,3.185153,0.029596,0.301416,3.100399,0.166663,0.166879,3.009718,0.221598,0.12487,2.984567,-0.337092,0.025966,3.142079,-0.392907,-0.416561,3.276086,-0.423379,-0.753872,3.301916,-0.449298,-0.827624,3.237403,-0.203336,0.03173,3.147001,-0.184197,-0.410291,3.267585,-0.166108,-0.745802,3.291064,-0.162912,-0.787224,3.212756
5350561520.0,-0.271049,0.09618,3.151379,-0.274326,0.161301,3.196614,-0.277874,0.51253,3.179343,-0.266493,0.685072,3.113505,-0.433147,0.393796,3.168312,-0.468342,0.140814,3.156461,-0.483337,-0.060353,3.096447,-0.480442,-0.159129,3.084233,-0.133792,0.413879,3.185546,0.031264,0.301114,3.105705,0.169203,0.164518,3.02045,0.228456,0.123478,3.005581,-0.337171,0.025903,3.142038,-0.392797,-0.41834,3.275551,-0.425266,-0.756476,3.296544,-0.450824,-0.820147,3.221097,-0.203364,0.031693,3.146992,-0.184011,-0.409672,3.267341,-0.16614,-0.745613,3.291684,-0.162508,-0.787076,3.213382
5350595511.0,-0.271208,0.096179,3.151263,-0.274641,0.161423,3.196031,-0.278449,0.512226,3.178051,-0.266799,0.685207,3.112584,-0.433361,0.393468,3.167823,-0.468638,0.141044,3.155563,-0.483326,-0.060298,3.09636,-0.481293,-0.158913,3.082499,-0.133783,0.413911,3.185835,0.032767,0.300381,3.112709,0.172691,0.162353,3.034435,0.200972,0.149825,3.022933,-0.337245,0.025873,3.142036,-0.392801,-0.419131,3.276871,-0.425817,-0.753956,3.300871,-0.448385,-0.820754,3.227168,-0.203487,0.031689,3.146913,-0.183585,-0.409704,3.266582,-0.166147,-0.745553,3.291859,-0.1623,-0.78706,3.213571
5350628471.0,-0.271913,0.096443,3.150256,-0.275182,0.161557,3.194932,-0.27858,0.512225,3.177897,-0.266754,0.685312,3.112285,-0.433452,0.393498,3.167925,-0.468865,0.141104,3.155241,-0.483493,-0.060161,3.095831,-0.478594,-0.158668,3.081763,-0.134113,0.413815,3.185619,0.034224,0.299314,3.12227,0.174538,0.163554,3.040281,0.232581,0.123096,3.01987,-0.3385,0.02627,3.140717,-0.392804,-0.419882,3.27716,-0.425521,-0.755023,3.301785,-0.448435,-0.821896,3.228234,-0.203855,0.032055,3.145977,-0.183578,-0.40949,3.266638,-0.166108,-0.745609,3.291328,-0.162352,-0.787095,3.213011
